dataset,arch,seed,remove_dom,debias,compression_rate,nb_dims_pca,disable_dp,sigma,max_per_sample_grad_norm,epoch,step,loss
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,209,0.5445535182952881
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,210,0.5022596120834351
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,211,0.5359449982643127
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,212,0.5426502823829651
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,213,0.5561204552650452
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,214,0.5466341972351074
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,215,0.5838831067085266
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,216,0.5199658870697021
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,217,0.5185371041297913
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,218,0.5244908928871155
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,219,0.4900391101837158
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,220,0.5113874673843384
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,221,0.45736953616142273
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,222,0.465203195810318
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,223,0.4750042259693146
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,224,0.48799028992652893
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,225,0.4960135519504547
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,226,0.5388367772102356
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,227,0.4846397936344147
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,228,0.48656779527664185
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,229,0.5207732915878296
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,230,0.5228323936462402
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,231,0.4887534976005554
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,232,0.4688064754009247
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,233,0.43572136759757996
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,1,234,0.492933064699173
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,235,0.40344977378845215
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,236,0.40823832154273987
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,237,0.4290868639945984
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,238,0.4657042920589447
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,239,0.47646546363830566
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,240,0.45904701948165894
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,241,0.46129313111305237
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,242,0.409814715385437
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,243,0.43523848056793213
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,244,0.5102251768112183
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,245,0.4314790368080139
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,246,0.3709421753883362
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,247,0.38261687755584717
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,248,0.3675217628479004
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,249,0.4113221764564514
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,250,0.38508152961730957
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,251,0.3712039291858673
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,252,0.46446695923805237
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,253,0.4177168309688568
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,254,0.4056917726993561
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,255,0.38206908106803894
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,256,0.3525169789791107
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,257,0.43204790353775024
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,258,0.42151403427124023
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,259,0.43951520323753357
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,260,0.37696558237075806
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,261,0.4578409790992737
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,262,0.42221978306770325
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,263,0.4320206344127655
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,264,0.4126589894294739
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,265,0.4010831415653229
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,266,0.30547255277633667
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,267,0.38382861018180847
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,268,0.34432709217071533
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,269,0.4036652445793152
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,270,0.4086446166038513
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,271,0.3388769328594208
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,272,0.40910178422927856
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,273,0.3408869206905365
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,274,0.3579327166080475
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,275,0.35519513487815857
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,276,0.34203967452049255
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,277,0.4080376625061035
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,278,0.4135822355747223
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,279,0.39802613854408264
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,280,0.3245077431201935
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,281,0.3411121666431427
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,282,0.362808495759964
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,283,0.267627090215683
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,284,0.29765254259109497
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,285,0.3151281476020813
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,286,0.3303339183330536
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,287,0.27562400698661804
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,288,0.308623731136322
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,289,0.358150839805603
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,290,0.33137786388397217
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,291,0.33838793635368347
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,292,0.2719680070877075
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,293,0.34232911467552185
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,294,0.3148011565208435
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,295,0.2696225047111511
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,296,0.3364630341529846
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,297,0.2824062705039978
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,298,0.2830280065536499
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,299,0.2636900246143341
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,300,0.3512721359729767
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,301,0.30662861466407776
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,302,0.3069732189178467
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,303,0.28256115317344666
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,304,0.30787327885627747
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,305,0.2732689082622528
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,306,0.3254742920398712
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,307,0.3077501356601715
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,308,0.3153499960899353
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,309,0.3544574975967407
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,310,0.2687728703022003
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,311,0.28366363048553467
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,312,0.310631662607193
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,313,0.34200310707092285
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,314,0.3126697242259979
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,315,0.26729777455329895
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,316,0.299796998500824
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,317,0.34679049253463745
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,318,0.3332517445087433
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,319,0.2882075607776642
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,320,0.25596103072166443
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,321,0.26131048798561096
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,322,0.2849365174770355
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,323,0.2957197427749634
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,324,0.3008344769477844
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,325,0.22251637279987335
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,326,0.31754955649375916
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,327,0.2238391786813736
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,328,0.2094680666923523
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,329,0.31617069244384766
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,330,0.33639732003211975
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,331,0.25356900691986084
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,332,0.3423753082752228
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,333,0.2785986363887787
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,334,0.2957713305950165
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,335,0.2607138156890869
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,336,0.3039496839046478
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,337,0.2587221562862396
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,338,0.3145304024219513
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,339,0.24299107491970062
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,340,0.2990182340145111
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,341,0.28855711221694946
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,342,0.23178473114967346
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,343,0.29923486709594727
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,344,0.2754053473472595
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,345,0.2350863218307495
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,346,0.25224223732948303
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,347,0.26011452078819275
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,348,0.2514011263847351
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,349,0.2895098626613617
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,350,0.32051920890808105
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,351,0.20945324003696442
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,352,0.2289840579032898
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,353,0.21988415718078613
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,354,0.2177329659461975
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,355,0.21572017669677734
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,356,0.25907135009765625
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,357,0.21511629223823547
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,358,0.21105675399303436
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,359,0.2445117086172104
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,360,0.23889119923114777
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,361,0.21778149902820587
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,362,0.25537970662117004
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,363,0.16455505788326263
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,364,0.22100123763084412
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,365,0.2405502200126648
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,366,0.2311730533838272
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,367,0.199093297123909
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,368,0.21020515263080597
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,369,0.22308793663978577
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,370,0.20221580564975739
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,371,0.2136177122592926
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,372,0.22047308087348938
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,373,0.2199700027704239
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,374,0.21933583915233612
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,375,0.24418538808822632
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,376,0.2379857748746872
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,377,0.25501275062561035
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,378,0.2156260758638382
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,379,0.2466144561767578
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,380,0.2375546544790268
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,381,0.2211463749408722
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,382,0.22784927487373352
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,383,0.2104179561138153
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,384,0.22417806088924408
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,385,0.2097645401954651
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,386,0.17493504285812378
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,387,0.17054080963134766
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,388,0.22657983005046844
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,389,0.21984000504016876
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,390,0.21229995787143707
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,391,0.21207131445407867
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,392,0.18242540955543518
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,393,0.19590193033218384
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,394,0.23315733671188354
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,395,0.21812763810157776
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,396,0.2125011533498764
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,397,0.22572924196720123
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,398,0.20073945820331573
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,399,0.2600548565387726
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,400,0.22831934690475464
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,401,0.25397974252700806
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,402,0.27399805188179016
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,403,0.23781771957874298
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,404,0.265140563249588
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,405,0.17026270925998688
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,406,0.18781191110610962
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,407,0.1740635335445404
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,408,0.21613115072250366
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,409,0.1621747761964798
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,410,0.19659262895584106
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,411,0.19226060807704926
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,412,0.1939648985862732
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,413,0.14864861965179443
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,414,0.20759303867816925
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,415,0.20479610562324524
mnist,ResNet8GN_w16_g8,5,False,True,1,200,False,1.0,1.0,2,416,0.15704521536827087
